cloud_name,region_name,instance_type,vcpu_count,memory_gb,on_demand_price
GCP,southamerica-east1,n2-standard-128,128,512,9.86624
GCP,southamerica-east1,n2-standard-16,16,64,1.23328
GCP,southamerica-east1,n2-standard-2,2,8,0.15416
GCP,southamerica-east1,n2-standard-32,32,128,2.46656
GCP,southamerica-east1,n2-standard-4,4,16,0.30832
GCP,southamerica-east1,n2-standard-48,48,192,3.69984
GCP,southamerica-east1,n2-standard-64,64,256,4.93312
GCP,southamerica-east1,n2-standard-8,8,32,0.61664
GCP,southamerica-east1,n2-standard-80,80,320,6.1664
GCP,southamerica-east1,n2-standard-96,96,384,7.39968
GCP,southamerica-east1,n1-megamem-96,96,1433,14.458237
GCP,southamerica-east1,n1-ultramem-160,160,3844,33.8797
GCP,southamerica-east1,n1-ultramem-40,40,961,8.469925
GCP,southamerica-east1,n1-ultramem-80,80,1922,16.93985
GCP,asia-east2,e2-highcpu-16,16,16,0.553755
GCP,asia-east2,e2-highcpu-2,2,2,0.069219
GCP,asia-east2,e2-highcpu-32,32,32,1.107511
GCP,asia-east2,e2-highcpu-4,4,4,0.138439
GCP,asia-east2,e2-highcpu-8,8,8,0.276878
GCP,asia-east2,e2-highmem-16,16,128,1.011871
GCP,asia-east2,e2-highmem-2,2,16,0.126484
GCP,asia-east2,e2-highmem-4,4,32,0.252968
GCP,asia-east2,e2-highmem-8,8,64,0.505936
GCP,asia-east2,e2-medium,2,4,0.0774
GCP,asia-east2,e2-micro,2,1,0.065129
GCP,asia-east2,e2-small,2,2,0.069219
GCP,asia-east2,e2-standard-16,16,64,0.750091
GCP,asia-east2,e2-standard-2,2,8,0.093761
GCP,asia-east2,e2-standard-32,32,128,1.500181
GCP,asia-east2,e2-standard-4,4,16,0.187523
GCP,asia-east2,e2-standard-8,8,32,0.375045
GCP,asia-east2,n1-highcpu-16,16,14,0.793062
GCP,asia-east2,n1-highcpu-2,2,1,0.099131
GCP,asia-east2,n1-highcpu-32,32,28,1.586117
GCP,asia-east2,n1-highcpu-4,4,3,0.198262
GCP,asia-east2,n1-highcpu-64,64,57,3.172234
GCP,asia-east2,n1-highcpu-8,8,7,0.396531
GCP,asia-east2,n1-highcpu-96,96,86,4.758358
GCP,asia-east2,n1-highmem-16,16,104,1.324208
GCP,asia-east2,n1-highmem-2,2,13,0.165526
GCP,asia-east2,n1-highmem-32,32,208,2.648416
GCP,asia-east2,n1-highmem-4,4,26,0.331052
GCP,asia-east2,n1-highmem-64,64,416,5.296832
GCP,asia-east2,n1-highmem-8,8,52,0.662104
GCP,asia-east2,n1-highmem-96,96,624,7.945248
GCP,asia-east2,n1-standard-1,1,3,0.066461
GCP,asia-east2,n1-standard-16,16,60,1.063376
GCP,asia-east2,n1-standard-2,2,7,0.132922
GCP,asia-east2,n1-standard-32,32,120,2.126752
GCP,asia-east2,n1-standard-4,4,15,0.265844
GCP,asia-east2,n1-standard-64,64,240,4.253504
GCP,asia-east2,n1-standard-8,8,30,0.531688
GCP,asia-east2,n1-standard-96,96,360,6.380256
GCP,asia-east2,n2-highcpu-16,16,16,0.802544
GCP,asia-east2,n2-highcpu-2,2,2,0.100318
GCP,asia-east2,n2-highcpu-32,32,32,1.605088
GCP,asia-east2,n2-highcpu-4,4,4,0.200636
GCP,asia-east2,n2-highcpu-48,48,48,2.407632
GCP,asia-east2,n2-highcpu-64,64,64,3.210176
GCP,asia-east2,n2-highcpu-8,8,8,0.401272
GCP,asia-east2,n2-highcpu-80,80,80,4.01272
GCP,asia-east2,n2-highcpu-96,96,96,4.815264
GCP,asia-east2,n2-highmem-128,128,864,10.78336
GCP,asia-east2,n2-highmem-16,16,128,1.46648
GCP,asia-east2,n2-highmem-2,2,16,0.18331
GCP,asia-east2,n2-highmem-32,32,256,2.93296
GCP,asia-east2,n2-highmem-4,4,32,0.36662
GCP,asia-east2,n2-highmem-48,48,384,4.39944
GCP,asia-east2,n2-highmem-64,64,512,5.86592
GCP,asia-east2,n2-highmem-8,8,64,0.73324
GCP,asia-east2,n2-highmem-80,80,640,7.3324
GCP,asia-east2,n2-highmem-96,96,768,8.79888
GCP,asia-east2,n2-standard-128,128,512,8.696704
GCP,asia-east2,n2-standard-16,16,64,1.087088
GCP,asia-east2,n2-standard-2,2,8,0.135886
GCP,asia-east2,n2-standard-32,32,128,2.174176
GCP,asia-east2,n2-standard-4,4,16,0.271772
GCP,asia-east2,n2-standard-48,48,192,3.261264
GCP,asia-east2,n2-standard-64,64,256,4.348352
GCP,asia-east2,n2-standard-8,8,32,0.543544
GCP,asia-east2,n2-standard-80,80,320,5.43544
GCP,asia-east2,n2-standard-96,96,384,6.522528
GCP,asia-east2,c3-highcpu-176,176,352,10.470173
GCP,asia-east2,c3-highcpu-22,22,44,1.308772
GCP,asia-east2,c3-highcpu-4,4,8,0.237958
GCP,asia-east2,c3-highcpu-44,44,88,2.617543
GCP,asia-east2,c3-highcpu-8,8,16,0.475917
GCP,asia-east2,c3-highcpu-88,88,176,5.235087
